url,ASIN,Country,status
https://www.amazon.de/dp/B06Y263FYG/,B06Y263FYG,de,200
https://www.amazon.de/dp/B01CT40JQO/,,de,404
https://www.amazon.de/dp/B07ZGW4KVP/,B07ZGW4KVP,de,200
https://www.amazon.it/dp/B0D3VGSDHB/,,it,200
https://www.amazon.fr/dp/B0D2P3W4M7/,B0D2P3W4M7,fr,200
https://www.amazon.fr/dp/B0D35W5M4T/,,fr,404
https://www.amazon.fr/dp/B0D35W5M4T/,,fr,404
